,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,0.0009803921568627542,0.0009803921811974796,0.0009803921776495171,0.0009803921568627542,0.0009803921662460244,0.0009803921568627542,0.0009803921721357408,0.0009803921804092798,0.0009803921760833108,0.0009803921789702664,0.0009803921737633556,0.0009803921882660176,0.0009803921568627542,0.0009803921778721737,0.000980392164033832,0.000980392157149811,0.0009803921657886455,0.9813725487920554,0.0009803921568627542,0.000980392164065565
1,0.007142857142857161,0.007142857218888732,0.7214285707084737,0.007142857142857161,0.0071428571629605486,0.007142857142857161,0.007142857332989,0.0071428572831040696,0.007142857243565596,0.007142857207055599,0.007142857213126139,0.14999999984619292,0.007142857142857161,0.007142857228420492,0.0071428571595578035,0.007142857143171878,0.0071428571616567425,0.007142857219494265,0.007142857142857161,0.007142857157056877
2,0.003333333333333358,0.003333333424802337,0.003333333366856129,0.003333333333333358,0.0033333333713324253,0.003333333333333358,0.0033333333479748785,0.00333333341252913,0.0033333334296711615,0.003333333386803418,0.0033333334257116625,0.0033333335470142438,0.003333333333333358,0.9366666657543854,0.0033333333588998672,0.0033333333335388332,0.003333333366139196,0.0033333334490247054,0.003333333333333358,0.0033333333586498333
3,0.0006329113924050865,0.0006329114086786595,0.0006329114104821697,0.0006329113924050865,0.0006329114224529491,0.0006329113924050865,0.0006329113936701588,0.0006329113990312088,0.0006329114013678407,0.000632911401809637,0.0006329114036221665,0.0006329113936002104,0.0006329113924050865,0.0006329114012361492,0.18048057381955263,0.0006329114125496054,0.0006329114088012391,0.0006329114043774666,0.0006329113924050865,0.8081270209567425
4,0.0006329113924050865,0.0006329114086786595,0.0006329114104821697,0.0006329113924050865,0.0006329114224529491,0.0006329113924050865,0.0006329113936701588,0.0006329113990312088,0.0006329114013678407,0.000632911401809637,0.0006329114036221665,0.0006329113936002104,0.0006329113924050865,0.0006329114012361492,0.18048057381955263,0.0006329114125496054,0.0006329114088012391,0.0006329114043774666,0.0006329113924050865,0.8081270209567425
5,0.0006024096385542394,0.0006024096558731844,0.0006024096639066342,0.0006024096385542394,0.0006024096539644937,0.0006024096385542394,0.0006024096431102687,0.0006024096470886881,0.0006024096487835388,0.0006024096524023688,0.0006024096505018656,0.0006024096396360423,0.0006024096385542394,0.0006024096482936362,0.18808738951226583,0.0006024096565996395,0.0006024096543071202,0.0006024096526668464,0.0006024096385542394,0.8010692368278286
6,0.00416666666666668,0.004166666695249463,0.004166666693458203,0.00416666666666668,0.004166666682854812,0.00416666666666668,0.004166666694774583,0.9208333329311688,0.004166666703540347,0.0041666667353582425,0.0041666667032272675,0.00416666672104478,0.00416666666666668,0.0041666667049926834,0.004166666678908092,0.004166666666810172,0.004166666682498213,0.004166666694722128,0.00416666666666668,0.004166666678058881
7,0.0027777777777777952,0.002777777817806704,0.0027777777973623887,0.0027777777777777952,0.0027777777976644973,0.0027777777777777952,0.00277777780171142,0.0027777778013206044,0.002777777811826732,0.9472222218718928,0.00277777783227087,0.002777777796442842,0.0027777777777777952,0.002777777801700912,0.0027777777925518687,0.0027777777779238433,0.0027777777987146846,0.0027777778185821334,0.0027777777777777952,0.002777777793338804
8,0.001612903225806466,0.0016129032545570937,0.0016129032513958203,0.001612903225806466,0.0016129032382812907,0.001612903225806466,0.0016129032626248244,0.0016129032503758808,0.0016129032616129183,0.0016129032443794248,0.8772052805855303,0.0016129032258064657,0.001612903225806466,0.0937624611051494,0.0016129032379797418,0.0016129032262642764,0.001612903233611609,0.0016129032548012276,0.001612903225806466,0.0016129032385974085
9,0.012500000000000032,0.012500000214290244,0.012500000242406235,0.012500000000000032,0.012500000046974455,0.012500000000000032,0.01250000002554897,0.012500000331512483,0.5624465888424219,0.012500000118675816,0.01250000016506042,0.21255340949370807,0.012500000000000032,0.012500000141319703,0.012500000056114123,0.012500000001207386,0.012500000037725884,0.012500000234469203,0.012500000000000032,0.012500000048565036
10,0.0009803921568627854,0.000980392544371485,0.0009803921742617963,0.0009803921568627854,0.0009803921666506085,0.0009803921568627854,0.0009803921679912197,0.000980392176910048,0.0009803921733419283,0.0009803921789233536,0.0009803921727884741,0.0009803921882711023,0.0009803921568627854,0.0009803921772292567,0.000980392194494901,0.0009803921727578847,0.0009803921661833805,0.9813725483705664,0.0009803921568627854,0.0009803921909442457
11,0.007142857142857161,0.007142857218888732,0.7214285707084737,0.007142857142857161,0.0071428571629605486,0.007142857142857161,0.007142857332989,0.0071428572831040696,0.007142857243565596,0.007142857207055599,0.007142857213126139,0.14999999984619292,0.007142857142857161,0.007142857228420492,0.0071428571595578035,0.007142857143171878,0.0071428571616567425,0.007142857219494265,0.007142857142857161,0.007142857157056877
12,0.003333333333333358,0.003333333424802337,0.003333333366856129,0.003333333333333358,0.0033333333713324253,0.003333333333333358,0.0033333333479748785,0.00333333341252913,0.0033333334296711615,0.003333333386803418,0.0033333334257116625,0.0033333335470142438,0.003333333333333358,0.9366666657543854,0.0033333333588998672,0.0033333333335388332,0.003333333366139196,0.0033333334490247054,0.003333333333333358,0.0033333333586498333
13,0.0006250000000000225,0.0006250000159723759,0.0006250000171590321,0.0006250000000000225,0.0006250000204381037,0.0006250000000000225,0.0006250000012335539,0.0006250000064582179,0.0006250000094634016,0.0006250000091729896,0.0006250000115423465,0.0006250000011655123,0.0006250000000000225,0.0006250000097377806,0.18815576139351436,0.0006250000194422792,0.0006250000162014432,0.0006250000120694391,0.0006250000000000225,0.800594238456429
14,0.0006250000000000225,0.0006250000159723759,0.0006250000171590321,0.0006250000000000225,0.0006250000204381037,0.0006250000000000225,0.0006250000012335539,0.0006250000064582179,0.0006250000094634016,0.0006250000091729896,0.0006250000115423465,0.0006250000011655123,0.0006250000000000225,0.0006250000097377806,0.18815576139351436,0.0006250000194422792,0.0006250000162014432,0.0006250000120694391,0.0006250000000000225,0.800594238456429
15,0.0005952380952381171,0.000595238112243626,0.0005952381195467823,0.0005952380952381171,0.0005952381124092011,0.0005952380952381171,0.0005952380996759709,0.0005952381035601159,0.0005952381058698965,0.0005952381087647669,0.0005952381074429602,0.0005952380962944388,0.0005952380952381171,0.0005952381057566501,0.19622632523516725,0.0005952381126690495,0.0005952381108108843,0.000595238109372917,0.0005952380952381171,0.7930593888842248
16,0.00416666666666668,0.004166666695249463,0.004166666693458203,0.00416666666666668,0.004166666682854812,0.00416666666666668,0.004166666694774583,0.9208333329311688,0.004166666703540347,0.0041666667353582425,0.0041666667032272675,0.00416666672104478,0.00416666666666668,0.0041666667049926834,0.004166666678908092,0.004166666666810172,0.004166666682498213,0.004166666694722128,0.00416666666666668,0.004166666678058881
17,0.0027777777777777952,0.002777777817806704,0.0027777777973623887,0.0027777777777777952,0.0027777777976644973,0.0027777777777777952,0.00277777780171142,0.0027777778013206044,0.002777777811826732,0.9472222218718928,0.00277777783227087,0.002777777796442842,0.0027777777777777952,0.002777777801700912,0.0027777777925518687,0.0027777777779238433,0.0027777777987146846,0.0027777778185821334,0.0027777777777777952,0.002777777793338804
18,0.001612903225806466,0.0016129032545570937,0.0016129032513958203,0.001612903225806466,0.0016129032382812907,0.001612903225806466,0.0016129032626248244,0.0016129032503758808,0.0016129032616129183,0.0016129032443794248,0.8772052805855303,0.0016129032258064657,0.001612903225806466,0.0937624611051494,0.0016129032379797418,0.0016129032262642764,0.001612903233611609,0.0016129032548012276,0.001612903225806466,0.0016129032385974085
