,0,1,2,3,4,5,6,7,8,9
0,0.9833318330720945,0.0018519879906495253,0.0018520170794724183,0.001851851893458922,0.0018520505241691268,0.0018522339615594842,0.001851851893458922,0.001851851893458922,0.0018523252481921378,0.001851996443485995
1,0.014293411018034894,0.014286490618163105,0.014286754517907207,0.014285714544841958,0.014286733900222705,0.871414846216235,0.014285714544841958,0.014285714544841958,0.014288240544788099,0.01428637955012295
2,0.006668838461728193,0.00666723976362652,0.006667345863681563,0.006666666797644341,0.006667540847701681,0.9399939625658562,0.006666666797644341,0.006666666797644341,0.006667790989626113,0.0066672811148467
3,0.0012050567018660327,0.0012051352983851304,0.0012051116556739449,0.00120481935541147,0.00120533271081742,0.001205064451540956,0.00120481935541147,0.00120481935541147,0.0012050251129343582,0.9891548160025478
4,0.0012050567018660327,0.0012051352983851304,0.0012051116556739449,0.00120481935541147,0.00120533271081742,0.001205064451540956,0.00120481935541147,0.00120481935541147,0.0012050251129343582,0.9891548160025478
5,0.0011497123299736864,0.0011497334371668463,0.001149710453106497,0.0011494253662892103,0.0011497580442528191,0.0011497147319649151,0.0011494253662892103,0.0011494253662892103,0.0011497303163285329,0.9896533645883391
6,0.9249903192693618,0.008334131846068045,0.008334117148617093,0.008333333519148587,0.008334557459251832,0.008335628927916387,0.008333333519148587,0.008333333519148587,0.0083372354572262,0.008334009334112975
7,0.005263960004061446,0.00526344466241479,0.005263491246127606,0.005263157969110022,0.005263618700844452,0.0052640635673766424,0.005263157969110022,0.005263157969110022,0.9526284763488397,0.005263471563005263
8,0.003030829508265409,0.0030305393120566844,0.0030305554801984894,0.003030303093453087,0.00303051924758747,0.9727253776640894,0.003030303093453087,0.003030303093453087,0.003030697949407696,0.003030571558035494
9,0.7749829636941244,0.02500219899602621,0.025001847750966297,0.025000000241022804,0.025001432587034512,0.02500593032760113,0.025000000241022804,0.025000000241022804,0.02500394325435208,0.02500168266682698
10,0.959682416191313,0.0018525186831459207,0.025500424791564613,0.001851851998149405,0.0018520649600434523,0.001852228578295864,0.001851851998149405,0.001851851998149405,0.0018523446347774569,0.0018524461664115766
11,0.014293411018034894,0.014286490618163105,0.014286754517907207,0.014285714544841958,0.014286733900222705,0.871414846216235,0.014285714544841958,0.014285714544841958,0.014288240544788099,0.01428637955012295
12,0.006668838461728193,0.00666723976362652,0.006667345863681563,0.006666666797644341,0.006667540847701681,0.9399939625658562,0.006666666797644341,0.006666666797644341,0.006667790989626113,0.0066672811148467
13,0.0011907169315980655,0.0011907909847979953,0.0011907731839970752,0.0011904762677584372,0.0011908335295370525,0.0011907331420237654,0.0011904762677584372,0.0011904762677584372,0.0011906771001152616,0.9892840463246555
14,0.0011907169315980655,0.0011907909847979953,0.0011907731839970752,0.0011904762677584372,0.0011908335295370525,0.0011907331420237654,0.0011904762677584372,0.0011904762677584372,0.0011906771001152616,0.9892840463246555
15,0.0011366523340129902,0.0011366705298613763,0.0011366528739009004,0.0011363637142737134,0.0011366937479948055,0.0011366625601279897,0.0011363637142737134,0.0011363637142737134,0.0011366617074649997,0.9897709151038158
16,0.9249903192693618,0.008334131846068045,0.008334117148617093,0.008333333519148587,0.008334557459251832,0.008335628927916387,0.008333333519148587,0.008333333519148587,0.0083372354572262,0.008334009334112975
17,0.005263960004061446,0.00526344466241479,0.005263491246127606,0.005263157969110022,0.005263618700844452,0.0052640635673766424,0.005263157969110022,0.005263157969110022,0.9526284763488397,0.005263471563005263
18,0.003030829508265409,0.0030305393120566844,0.0030305554801984894,0.003030303093453087,0.00303051924758747,0.9727253776640894,0.003030303093453087,0.003030303093453087,0.003030697949407696,0.003030571558035494
19,0.9816309593438175,0.0020409621416065966,0.002040987606911732,0.0020408163717247655,0.0020410364702443417,0.0020412350641254456,0.0020408163717247655,0.0020408163717247655,0.00204139783567141,0.002040972422448713
20,0.014293411018034894,0.014286490618163105,0.014286754517907207,0.014285714544841958,0.014286733900222705,0.871414846216235,0.014285714544841958,0.014285714544841958,0.014288240544788099,0.01428637955012295
21,0.006668838461728193,0.00666723976362652,0.006667345863681563,0.006666666797644341,0.006667540847701681,0.9399939625658562,0.006666666797644341,0.006666666797644341,0.006667790989626113,0.0066672811148467
22,0.0011907169315980655,0.0011907909847979953,0.0011907731839970752,0.0011904762677584372,0.0011908335295370525,0.0011907331420237654,0.0011904762677584372,0.0011904762677584372,0.0011906771001152616,0.9892840463246555
23,0.0011907169315980655,0.0011907909847979953,0.0011907731839970752,0.0011904762677584372,0.0011908335295370525,0.0011907331420237654,0.0011904762677584372,0.0011904762677584372,0.0011906771001152616,0.9892840463246555
24,0.0011366523340129902,0.0011366705298613763,0.0011366528739009004,0.0011363637142737134,0.0011366937479948055,0.0011366625601279897,0.0011363637142737134,0.0011363637142737134,0.0011366617074649997,0.9897709151038158
25,0.9249903192693618,0.008334131846068045,0.008334117148617093,0.008333333519148587,0.008334557459251832,0.008335628927916387,0.008333333519148587,0.008333333519148587,0.0083372354572262,0.008334009334112975
26,0.005263960004061446,0.00526344466241479,0.005263491246127606,0.005263157969110022,0.005263618700844452,0.0052640635673766424,0.005263157969110022,0.005263157969110022,0.9526284763488397,0.005263471563005263
27,0.003030829508265409,0.0030305393120566844,0.0030305554801984894,0.003030303093453087,0.00303051924758747,0.9727253776640894,0.003030303093453087,0.003030303093453087,0.003030697949407696,0.003030571558035494
28,0.9816309593438175,0.0020409621416065966,0.002040987606911732,0.0020408163717247655,0.0020410364702443417,0.0020412350641254456,0.0020408163717247655,0.0020408163717247655,0.00204139783567141,0.002040972422448713
